"County, State",County Name,State,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Marion, Indiana",Marion,Indiana,39.99374905,1556,5051
"Madison, Indiana",Madison,Indiana,48.36963615,252,688
"Lawrence, Indiana",Lawrence,Indiana,37.64736253,70,219
"LaPorte, Indiana",LaPorte,Indiana,41.36708776,197,479
"Lake, Indiana",Lake,Indiana,38.05387313,764,2351
"LaGrange, Indiana",LaGrange,Indiana,23.82608248,37,80
"Kosciusko, Indiana",Kosciusko,Indiana,37.51987281,118,356
"Knox, Indiana",Knox,Indiana,39.98014779,58,161
"Johnson, Indiana",Johnson,Indiana,45.82877726,285,836
"Jennings, Indiana",Jennings,Indiana,40.77994006,43,108
"Jefferson, Indiana",Jefferson,Indiana,28.67431315,43,163
"Jay, Indiana",Jay,Indiana,41.80801758,35,97
"Jasper, Indiana",Jasper,Indiana,50.23735329,69,149
"Jackson, Indiana",Jackson,Indiana,47.14537354,91,263
"Huntington, Indiana",Huntington,Indiana,56.05520815,90,238
"Howard, Indiana",Howard,Indiana,58.0770431,201,567
"Henry, Indiana",Henry,Indiana,35.3406842,70,196
"Hendricks, Indiana",Hendricks,Indiana,50.06665766,341,990
"Harrison, Indiana",Harrison,Indiana,42.64102437,69,183
"Hancock, Indiana",Hancock,Indiana,45.33396017,162,533
"Hamilton, Indiana",Hamilton,Indiana,37.74751372,508,1818
"Greene, Indiana",Greene,Indiana,42.1448486,52,152
"Grant, Indiana",Grant,Indiana,45.67464797,123,335
"Gibson, Indiana",Gibson,Indiana,34.78361692,48,139
"Fulton, Indiana",Fulton,Indiana,51.04712042,39,122
"Franklin, Indiana",Franklin,Indiana,48.63002279,35,103
"Fountain, Indiana",Fountain,Indiana,29.18236324,22,64
"Floyd, Indiana",Floyd,Indiana,45.40338671,142,424
"Fayette, Indiana",Fayette,Indiana,61.63599542,56,147
"Elkhart, Indiana",Elkhart,Indiana,38.70081721,319,949
"Dubois, Indiana",Dubois,Indiana,29.64855064,52,193
"Delaware, Indiana",Delaware,Indiana,61.7272866,275,815
"DeKalb, Indiana",DeKalb,Indiana,39.45945946,73,231
"Decatur, Indiana",Decatur,Indiana,63.70586094,70,189
"Dearborn, Indiana",Dearborn,Indiana,90.06080202,205,486
"Daviess, Indiana",Daviess,Indiana,34.25439598,42,116
"Crawford, Indiana",Crawford,Indiana,41.26925899,18,46
"Clinton, Indiana",Clinton,Indiana,69.59045278,94,221
"Clay, Indiana",Clay,Indiana,37.50045732,41,130
"Clark, Indiana",Clark,Indiana,47.0246238,231,659
"Cass, Indiana",Cass,Indiana,59.37145421,90,250
"Carroll, Indiana",Carroll,Indiana,47.42091415,31,74
"Brown, Indiana",Brown,Indiana,20.8182979,15,75
"Boone, Indiana",Boone,Indiana,40.99784588,118,419
"Blackford, Indiana",Blackford,Indiana,23.91581633,12,44
"Benton, Indiana",Benton,Indiana,60.92607636,18,44
"Bartholomew, Indiana",Bartholomew,Indiana,55.11801379,180,518
"Allen, Indiana",Allen,Indiana,42.38052539,639,2044
"Adams, Indiana",Adams,Indiana,38.11083195,54,141
"Woodford, Illinois",Woodford,Illinois,33.1080149,48,117
"Winnebago, Illinois",Winnebago,Illinois,40.16816371,459,1232
"Williamson, Illinois",Williamson,Illinois,38.67118444,105,327
"Will, Illinois",Will,Illinois,37.39721171,1038,3316
"Whiteside, Illinois",Whiteside,Illinois,32.96587373,75,218
"White, Illinois",White,Illinois,40.46879047,25,55
"Wayne, Illinois",Wayne,Illinois,37.53998825,23,56
"Washington, Illinois",Washington,Illinois,29.29544456,16,61
"Warren, Illinois",Warren,Illinois,27.8542404,17,52
"Wabash, Illinois",Wabash,Illinois,44.82294935,20,55
"Vermilion, Illinois",Vermilion,Illinois,38.03535605,113,278
"Union, Illinois",Union,Illinois,38.39773914,25,52
"Tazewell, Illinois",Tazewell,Illinois,32.82826441,180,557
"Stephenson, Illinois",Stephenson,Illinois,40.54527922,74,225
"Stark, Illinois",Stark,Illinois,25.51888397,6,17
"St. Clair, Illinois",St. Clair,Illinois,34.62203119,347,1067
"Shelby, Illinois",Shelby,Illinois,24.32261517,20,55
"Scott, Illinois",Scott,Illinois,33.74578178,6,12
"Sangamon, Illinois",Sangamon,Illinois,30.35451007,238,873
"Saline, Illinois",Saline,Illinois,36.15566658,33,85
"Rock Island, Illinois",Rock Island,Illinois,32.79473619,189,558
"Richland, Illinois",Richland,Illinois,52.00126064,33,64
"Randolph, Illinois",Randolph,Illinois,26.57199949,25,71
"Putnam, Illinois",Putnam,Illinois,22.00704225,5,16
"Pope, Illinois",Pope,Illinois,32.61578604,8,13
"Pike, Illinois",Pike,Illinois,32.65626021,20,50
"Piatt, Illinois",Piatt,Illinois,34.64803372,24,65
"Perry, Illinois",Perry,Illinois,32.35162874,29,83
"Peoria, Illinois",Peoria,Illinois,33.78192047,245,755
"Ogle, Illinois",Ogle,Illinois,34.71120279,70,215
"Moultrie, Illinois",Moultrie,Illinois,36.33500878,24,49
"Morgan, Illinois",Morgan,Illinois,26.74123652,35,100
"Montgomery, Illinois",Montgomery,Illinois,24.39789481,28,102
"Monroe, Illinois",Monroe,Illinois,31.29513722,52,150
"Mercer, Illinois",Mercer,Illinois,25.15388258,17,61
"Menard, Illinois",Menard,Illinois,24.32892709,12,36
"McLean, Illinois",McLean,Illinois,42.94880036,294,904
"McHenry, Illinois",McHenry,Illinois,40.19748065,525,1606
"McDonough, Illinois",McDonough,Illinois,42.02936452,45,135
"Massac, Illinois",Massac,Illinois,53.86842637,32,77
"Mason, Illinois",Mason,Illinois,22.53064167,10,41
"Marshall, Illinois",Marshall,Illinois,59.62256325,23,38
"Marion, Illinois",Marion,Illinois,30.18394451,51,175
"Madison, Illinois",Madison,Illinois,42.14106166,456,1365
"Macoupin, Illinois",Macoupin,Illinois,40.97157673,67,164
"Macon, Illinois",Macon,Illinois,35.33896157,145,471
"Logan, Illinois",Logan,Illinois,39.56692205,44,111
"Livingston, Illinois",Livingston,Illinois,36.86206066,49,133
"Lee, Illinois",Lee,Illinois,34.52839961,48,140
"Lawrence, Illinois",Lawrence,Illinois,34.64431833,21,58
"LaSalle, Illinois",LaSalle,Illinois,36.1683063,155,454
"Lake, Illinois",Lake,Illinois,31.80815829,892,3065
"Knox, Illinois",Knox,Illinois,38.07996793,76,241
"Kendall, Illinois",Kendall,Illinois,42.00626483,221,638
"Kankakee, Illinois",Kankakee,Illinois,35.85184913,156,437
"Kane, Illinois",Kane,Illinois,35.71146453,651,2031
"Johnson, Illinois",Johnson,Illinois,23.15350776,12,33
"Jo Daviess, Illinois",Jo Daviess,Illinois,37.20065101,32,104
"Jersey, Illinois",Jersey,Illinois,35.47968535,35,91
"Jefferson, Illinois",Jefferson,Illinois,40.45853001,60,142
"Jackson, Illinois",Jackson,Illinois,51.45616127,107,282
"Iroquois, Illinois",Iroquois,Illinois,30.80121665,32,96
"Henry, Illinois",Henry,Illinois,40.06660423,77,195
"Henderson, Illinois",Henderson,Illinois,43.01445286,10,19
"Hancock, Illinois",Hancock,Illinois,36.15813156,27,79
"Hamilton, Illinois",Hamilton,Illinois,23.83222116,7,21
"Grundy, Illinois",Grundy,Illinois,38.80429256,58,153
"Greene, Illinois",Greene,Illinois,14.11176518,7,27
"Fulton, Illinois",Fulton,Illinois,40.5808864,56,137
"Franklin, Illinois",Franklin,Illinois,48.91738112,76,187
"Ford, Illinois",Ford,Illinois,29.26115582,16,59
"Fayette, Illinois",Fayette,Illinois,38.98009722,34,108
"Effingham, Illinois",Effingham,Illinois,38.97116134,52,131
"Edwards, Illinois",Edwards,Illinois,23.19109462,5,15
"Edgar, Illinois",Edgar,Illinois,49.49901002,33,70
"DuPage, Illinois",DuPage,Illinois,32.34664386,1292,4355
"Douglas, Illinois",Douglas,Illinois,37.03484238,25,74
"DeKalb, Illinois",DeKalb,Illinois,41.01993475,174,562
"De Witt, Illinois",De Witt,Illinois,29.78160159,18,55
"Cumberland, Illinois",Cumberland,Illinois,52.68703899,20,44
"Crawford, Illinois",Crawford,Illinois,26.20133103,20,68
"Cook, Illinois",Cook,Illinois,31.10015262,6512,22967
"Coles, Illinois",Coles,Illinois,49.05934047,92,243
"Clinton, Illinois",Clinton,Illinois,23.20975429,30,93
"Clay, Illinois",Clay,Illinois,24.24326384,14,46
"Clark, Illinois",Clark,Illinois,46.45401053,30,73
"Christian, Illinois",Christian,Illinois,40.17139797,57,158
"Champaign, Illinois",Champaign,Illinois,40.58913617,335,1228
"Cass, Illinois",Cass,Illinois,37.36362278,20,55
"Carroll, Illinois",Carroll,Illinois,18.61042184,12,81
"Bureau, Illinois",Bureau,Illinois,25.11644899,33,113
"Brown, Illinois",Brown,Illinois,23.70417193,6,21
"Boone, Illinois",Boone,Illinois,39.51527924,81,213
"Bond, Illinois",Bond,Illinois,31.54833754,23,61
"Alexander, Illinois",Alexander,Illinois,24.16392809,5,13
"Adams, Illinois",Adams,Illinois,26.39471188,69,208
"Washington, Idaho",Washington,Idaho,47.11647192,20,43
"Valley, Idaho",Valley,Idaho,37.22700199,18,42
"Twin Falls, Idaho",Twin Falls,Idaho,49.86017473,184,535
"Teton, Idaho",Teton,Idaho,16.9305003,8,31
"Shoshone, Idaho",Shoshone,Idaho,30.06162633,16,47
"Power, Idaho",Power,Idaho,44.94645509,46,126
"Payette, Idaho",Payette,Idaho,44.67068357,43,106
"Owyhee, Idaho",Owyhee,Idaho,27.97340881,17,37
"Oneida, Idaho",Oneida,Idaho,49.34210526,9,20
"Nez Perce, Idaho",Nez Perce,Idaho,37.45188873,65,185
"Minidoka, Idaho",Minidoka,Idaho,38.96222956,34,90
"Madison, Idaho",Madison,Idaho,50.00734053,109,377
"Latah, Idaho",Latah,Idaho,51.67632972,82,275
"Kootenai, Idaho",Kootenai,Idaho,47.84334721,336,858
"Jerome, Idaho",Jerome,Idaho,29.73870955,29,96
"Jefferson, Idaho",Jefferson,Idaho,39.3752461,48,113
"Idaho, Idaho",Idaho,Idaho,20.69308023,15,40
"Gooding, Idaho",Gooding,Idaho,66.72258655,35,155
"Gem, Idaho",Gem,Idaho,39.21038399,29,72
"Fremont, Idaho",Fremont,Idaho,21.97995428,10,34
"Franklin, Idaho",Franklin,Idaho,39.99721759,23,61
"Elmore, Idaho",Elmore,Idaho,33.43208657,65,189
"Clearwater, Idaho",Clearwater,Idaho,33.14051579,11,24
"Cassia, Idaho",Cassia,Idaho,41.69899147,43,102
"Caribou, Idaho",Caribou,Idaho,62.40465955,18,32
"Canyon, Idaho",Canyon,Idaho,37.18053669,347,1063
"Boundary, Idaho",Boundary,Idaho,34.50795713,17,49
"Bonneville, Idaho",Bonneville,Idaho,43.41487896,218,618
"Bonner, Idaho",Bonner,Idaho,36.84557853,67,166
"Boise, Idaho",Boise,Idaho,21.52945229,5,21
"Blaine, Idaho",Blaine,Idaho,22.76867031,22,83
"Bingham, Idaho",Bingham,Idaho,45.6766518,86,236
"Benewah, Idaho",Benewah,Idaho,17.13334639,7,22
"Bear Lake, Idaho",Bear Lake,Idaho,44.19090471,11,18
"Bannock, Idaho",Bannock,Idaho,51.04627257,145,442
"Ada, Idaho",Ada,Idaho,44.8332889,861,2585
"Maui, Hawaii",Maui,Hawaii,38.23627591,252,760
"Kauai, Hawaii",Kauai,Hawaii,26.86672743,79,275
"Honolulu, Hawaii",Honolulu,Hawaii,34.97178497,1413,4936
"Hawaii, Hawaii",Hawaii,Hawaii,35.49116307,287,939
"Worth, Georgia",Worth,Georgia,28.33396298,24,52
"Wilkinson, Georgia",Wilkinson,Georgia,28.57142857,14,39
"Wilkes, Georgia",Wilkes,Georgia,38.46548364,15,40
"Whitfield, Georgia",Whitfield,Georgia,38.19529585,162,495
"White, Georgia",White,Georgia,49.29577465,56,135
"Wheeler, Georgia",Wheeler,Georgia,19.80982567,6,11
"Wayne, Georgia",Wayne,Georgia,36.19650493,43,115
"Washington, Georgia",Washington,Georgia,20.53809817,16,52
"Ware, Georgia",Ware,Georgia,41.55234276,63,154
"Walton, Georgia",Walton,Georgia,41.7897246,223,639
"Walker, Georgia",Walker,Georgia,46.10221168,150,360
"Upson, Georgia",Upson,Georgia,45.54425383,48,116
"Union, Georgia",Union,Georgia,37.76126715,37,99
"Twiggs, Georgia",Twiggs,Georgia,40.19292605,7,13
"Turner, Georgia",Turner,Georgia,17.19394773,7,16
"Troup, Georgia",Troup,Georgia,36.72420125,96,262
"Treutlen, Georgia",Treutlen,Georgia,38.2848392,8,26
"Towns, Georgia",Towns,Georgia,32.64208909,17,44
"Toombs, Georgia",Toombs,Georgia,24.26634743,30,96
"Tift, Georgia",Tift,Georgia,24.8368821,37,133
"Thomas, Georgia",Thomas,Georgia,30.16220564,54,164
"Terrell, Georgia",Terrell,Georgia,14.20131788,5,20
"Telfair, Georgia",Telfair,Georgia,28.33262502,16,37
"Taylor, Georgia",Taylor,Georgia,27.64875028,10,20
"Tattnall, Georgia",Tattnall,Georgia,39.85233661,38,79
"Sumter, Georgia",Sumter,Georgia,32.33272071,38,99
"Stephens, Georgia",Stephens,Georgia,45.7269614,47,142
"Spalding, Georgia",Spalding,Georgia,34.7474015,92,222
"Seminole, Georgia",Seminole,Georgia,27.39726027,10,30
"Screven, Georgia",Screven,Georgia,38.56942497,22,59
"Schley, Georgia",Schley,Georgia,28.76869966,5,15
"Rockdale, Georgia",Rockdale,Georgia,40.32258065,150,442
"Richmond, Georgia",Richmond,Georgia,36.70252603,296,867
"Randolph, Georgia",Randolph,Georgia,27.4208712,7,16
"Rabun, Georgia",Rabun,Georgia,40.52350363,27,80
"Putnam, Georgia",Putnam,Georgia,21.26151666,18,48
"Pulaski, Georgia",Pulaski,Georgia,10.57350702,5,19
"Polk, Georgia",Polk,Georgia,41.49154004,77,210
"Pike, Georgia",Pike,Georgia,34.18067652,27,65
"Pierce, Georgia",Pierce,Georgia,22.22771055,18,63
"Pickens, Georgia",Pickens,Georgia,43.78420641,56,142
"Peach, Georgia",Peach,Georgia,37.80209642,59,181
"Paulding, Georgia",Paulding,Georgia,40.91849037,205,601
"Oglethorpe, Georgia",Oglethorpe,Georgia,20.10616053,15,65
"Oconee, Georgia",Oconee,Georgia,37.78206264,58,194
"Newton, Georgia",Newton,Georgia,37.75033867,175,560
"Muscogee, Georgia",Muscogee,Georgia,33.22764743,262,828
"Murray, Georgia",Murray,Georgia,43.16756987,65,171
"Morgan, Georgia",Morgan,Georgia,42.93967626,33,83
"Montgomery, Georgia",Montgomery,Georgia,23.15886985,6,14
"Monroe, Georgia",Monroe,Georgia,26.08355432,24,63
"Mitchell, Georgia",Mitchell,Georgia,17.56488676,17,59
"Miller, Georgia",Miller,Georgia,32.404407,8,22
"Meriwether, Georgia",Meriwether,Georgia,39.94050242,29,70
"McIntosh, Georgia",McIntosh,Georgia,36.08479928,16,41
"McDuffie, Georgia",McDuffie,Georgia,22.07454224,19,64
"Marion, Georgia",Marion,Georgia,53.29070077,16,28
"Madison, Georgia",Madison,Georgia,31.37550201,35,98
"Macon, Georgia",Macon,Georgia,15.07580979,7,18
"Lumpkin, Georgia",Lumpkin,Georgia,52.38484214,59,168
"Lowndes, Georgia",Lowndes,Georgia,31.17234549,141,455
"Long, Georgia",Long,Georgia,41.25412541,21,65
"Lincoln, Georgia",Lincoln,Georgia,29.33507171,9,24
"Liberty, Georgia",Liberty,Georgia,63.76990061,174,401
"Lee, Georgia",Lee,Georgia,40.21852063,48,141
"Laurens, Georgia",Laurens,Georgia,34.10432871,67,177
"Lanier, Georgia",Lanier,Georgia,24.5158127,8,24
"Lamar, Georgia",Lamar,Georgia,31.91551094,22,74
"Jones, Georgia",Jones,Georgia,31.35430363,62,183
"Jenkins, Georgia",Jenkins,Georgia,29.94729277,10,22
"Jefferson, Georgia",Jefferson,Georgia,10.79580506,7,42
"Jeff Davis, Georgia",Jeff Davis,Georgia,35.26803708,21,47
"Jasper, Georgia",Jasper,Georgia,50.81683355,27,55
"Jackson, Georgia",Jackson,Georgia,42.32659749,186,497
"Irwin, Georgia",Irwin,Georgia,33.62851698,12,27
"Houston, Georgia",Houston,Georgia,45.07230681,283,760
"Henry, Georgia",Henry,Georgia,40.56200274,426,1251
"Heard, Georgia",Heard,Georgia,22.08236723,8,37
"Hart, Georgia",Hart,Georgia,19.54142783,18,73
"Harris, Georgia",Harris,Georgia,29.96955094,50,166
"Haralson, Georgia",Haralson,Georgia,53.95815042,59,135
"Hall, Georgia",Hall,Georgia,40.99780857,336,960
"Habersham, Georgia",Habersham,Georgia,33.88833474,53,169
"Gwinnett, Georgia",Gwinnett,Georgia,40.98712349,1452,4604
"Greene, Georgia",Greene,Georgia,23.70791845,18,48
"Grady, Georgia",Grady,Georgia,20.49622438,19,59
"Gordon, Georgia",Gordon,Georgia,41.33324516,100,284
"Glynn, Georgia",Glynn,Georgia,35.4752501,120,370
"Glascock, Georgia",Glascock,Georgia,51.33470226,6,7
"Gilmer, Georgia",Gilmer,Georgia,37.95880644,46,103
"Fulton, Georgia",Fulton,Georgia,34.25320928,1549,5476
"Franklin, Georgia",Franklin,Georgia,37.72543246,41,91
"Forsyth, Georgia",Forsyth,Georgia,37.58147126,280,902
"Floyd, Georgia",Floyd,Georgia,44.63106745,169,464
"Fayette, Georgia",Fayette,Georgia,41.12616115,201,621
"Fannin, Georgia",Fannin,Georgia,34.57678021,35,114
"Evans, Georgia",Evans,Georgia,47.68097096,22,42
"Emanuel, Georgia",Emanuel,Georgia,34.80093863,35,104
"Elbert, Georgia",Elbert,Georgia,28.76042565,24,68
"Effingham, Georgia",Effingham,Georgia,55.27505528,134,329
"Echols, Georgia",Echols,Georgia,15.02403846,7,23
"Early, Georgia",Early,Georgia,21.51668739,9,28
"Douglas, Georgia",Douglas,Georgia,43.03190508,252,775
"Dougherty, Georgia",Dougherty,Georgia,30.59173149,112,360
"Dooly, Georgia",Dooly,Georgia,15.56524059,7,20
"Dodge, Georgia",Dodge,Georgia,37.05533597,27,59
"DeKalb, Georgia",DeKalb,Georgia,33.12979868,1096,3649
"Decatur, Georgia",Decatur,Georgia,33.79315126,39,88
"Dawson, Georgia",Dawson,Georgia,48.71958832,64,158
"Dade, Georgia",Dade,Georgia,58.05770584,33,82
"Crisp, Georgia",Crisp,Georgia,27.00181649,22,61
"Crawford, Georgia",Crawford,Georgia,43.09519249,9,21
"Coweta, Georgia",Coweta,Georgia,36.34115857,214,709
"Cook, Georgia",Cook,Georgia,18.18690543,13,38
"Columbia, Georgia",Columbia,Georgia,39.56150153,262,804
"Colquitt, Georgia",Colquitt,Georgia,28.08231488,50,154
"Coffee, Georgia",Coffee,Georgia,21.06341797,37,120
"Cobb, Georgia",Cobb,Georgia,36.19081747,1115,3843
"Clinch, Georgia",Clinch,Georgia,19.97124141,5,24
"Clayton, Georgia",Clayton,Georgia,32.5221172,301,894
"Clarke, Georgia",Clarke,Georgia,41.57907623,197,687
"Cherokee, Georgia",Cherokee,Georgia,35.22218152,400,1231
"Chattooga, Georgia",Chattooga,Georgia,44.21192248,48,111
"Chattahoochee, Georgia",Chattahoochee,Georgia,32.64417846,24,76
"Chatham, Georgia",Chatham,Georgia,36.32887189,437,1328
"Charlton, Georgia",Charlton,Georgia,27.69863881,14,29
"Catoosa, Georgia",Catoosa,Georgia,38.003547,78,236
"Carroll, Georgia",Carroll,Georgia,47.37669497,264,817
"Candler, Georgia",Candler,Georgia,32.61844573,16,51
"Camden, Georgia",Camden,Georgia,42.26888465,93,264
"Butts, Georgia",Butts,Georgia,28.4976699,34,98
"Burke, Georgia",Burke,Georgia,31.0977506,24,69
"Bulloch, Georgia",Bulloch,Georgia,46.62540206,138,441
"Bryan, Georgia",Bryan,Georgia,52.26688967,105,310
"Brooks, Georgia",Brooks,Georgia,31.326358,20,42
"Brantley, Georgia",Brantley,Georgia,27.99900448,18,47
"Bleckley, Georgia",Bleckley,Georgia,45.85052728,24,56
"Bibb, Georgia",Bibb,Georgia,35.27521654,202,576
"Berrien, Georgia",Berrien,Georgia,34.8855238,27,83
"Ben Hill, Georgia",Ben Hill,Georgia,20.88322103,15,50
"Bartow, Georgia",Bartow,Georgia,44.54948745,190,544
"Barrow, Georgia",Barrow,Georgia,47.53719719,177,473
"Banks, Georgia",Banks,Georgia,40.57907436,37,92
"Baldwin, Georgia",Baldwin,Georgia,37.25334679,62,170
"Bacon, Georgia",Bacon,Georgia,24.69000329,9,33
"Atkinson, Georgia",Atkinson,Georgia,26.55901413,10,31
"Appling, Georgia",Appling,Georgia,24.80295431,18,51
"Washington, Florida",Washington,Florida,30.29385035,28,65
"Walton, Florida",Walton,Florida,39.35601651,119,307
"Wakulla, Florida",Wakulla,Florida,35.05901601,48,122
"Volusia, Florida",Volusia,Florida,37.74889013,852,2318
"Union, Florida",Union,Florida,28.00658979,17,41
"Taylor, Florida",Taylor,Florida,28.13203301,24,60
"Suwannee, Florida",Suwannee,Florida,30.87531519,48,124
"Sumter, Florida",Sumter,Florida,15.78051144,86,249
"St. Lucie, Florida",St. Lucie,Florida,32.34805656,455,1300
"St. Johns, Florida",St. Johns,Florida,38.05713881,430,1334
"Seminole, Florida",Seminole,Florida,38.00217155,735,2256
"Sarasota, Florida",Sarasota,Florida,23.94442118,414,1281
"Santa Rosa, Florida",Santa Rosa,Florida,36.61771647,270,763
"Putnam, Florida",Putnam,Florida,36.0927338,103,253
"Polk, Florida",Polk,Florida,36.72232154,1069,2980
"Pinellas, Florida",Pinellas,Florida,30.23695774,1161,3485
"Pasco, Florida",Pasco,Florida,36.61130579,789,2268
"Palm Beach, Florida",Palm Beach,Florida,26.21876887,1558,4958
"Osceola, Florida",Osceola,Florida,32.66239845,522,1585
"Orange, Florida",Orange,Florida,35.37099096,1994,6256
"Okeechobee, Florida",Okeechobee,Florida,15.69694433,12,57
"Okaloosa, Florida",Okaloosa,Florida,33.58305348,286,956
"Nassau, Florida",Nassau,Florida,44.84108756,164,399
"Monroe, Florida",Monroe,Florida,29.25830204,96,296
"Miami-Dade, Florida",Miami-Dade,Florida,23.67722786,2546,8665
"Martin, Florida",Martin,Florida,26.89314457,162,488
"Marion, Florida",Marion,Florida,34.63618682,520,1508
"Manatee, Florida",Manatee,Florida,28.06268698,466,1435
"Madison, Florida",Madison,Florida,22.08136333,17,45
"Liberty, Florida",Liberty,Florida,35.69574247,11,23
"Levy, Florida",Levy,Florida,24.83949862,39,124
"Leon, Florida",Leon,Florida,38.58864168,454,1576
"Lee, Florida",Lee,Florida,27.87094178,831,2579
"Lake, Florida",Lake,Florida,27.85468515,431,1324
"Lafayette, Florida",Lafayette,Florida,73.14328582,39,116
"Jefferson, Florida",Jefferson,Florida,17.69841894,9,32
"Jackson, Florida",Jackson,Florida,22.52297343,45,126
"Indian River, Florida",Indian River,Florida,47.6749531,307,921
"Holmes, Florida",Holmes,Florida,24.38184843,17,57
"Hillsborough, Florida",Hillsborough,Florida,32.93575332,1980,6136
"Highlands, Florida",Highlands,Florida,33.70083289,140,331
"Hernando, Florida",Hernando,Florida,36.15745787,276,722
"Hendry, Florida",Hendry,Florida,25.0533278,70,234
"Hardee, Florida",Hardee,Florida,30.11345975,31,88
"Hamilton, Florida",Hamilton,Florida,21.26031125,10,23
"Gulf, Florida",Gulf,Florida,30.40778439,19,40
"Glades, Florida",Glades,Florida,20.46094415,25,77
"Gilchrist, Florida",Gilchrist,Florida,25.86731589,17,47
"Gadsden, Florida",Gadsden,Florida,27.43107941,48,141
"Franklin, Florida",Franklin,Florida,33.95585739,16,39
"Flagler, Florida",Flagler,Florida,35.94193861,166,468
"Escambia, Florida",Escambia,Florida,35.63057729,467,1422
"Duval, Florida",Duval,Florida,36.12091987,1437,4419
"Dixie, Florida",Dixie,Florida,31.85082233,22,60
"DeSoto, Florida",DeSoto,Florida,21.16294004,29,88
"Columbia, Florida",Columbia,Florida,33.37232505,97,269
"Collier, Florida",Collier,Florida,22.39441036,340,1137
"Clay, Florida",Clay,Florida,50.99492132,441,1177
"Citrus, Florida",Citrus,Florida,36.18108634,224,585
"Charlotte, Florida",Charlotte,Florida,27.37964859,207,543
"Calhoun, Florida",Calhoun,Florida,26.48705918,14,30
"Broward, Florida",Broward,Florida,26.97192601,2094,7089
"Brevard, Florida",Brevard,Florida,34.89848754,853,2409
"Bradford, Florida",Bradford,Florida,28.91441334,29,75
"Bay, Florida",Bay,Florida,41.12863602,298,804
"Baker, Florida",Baker,Florida,25.2125054,28,80
"Alachua, Florida",Alachua,Florida,36.1933514,422,1453
"District of Columbia, District of Columbia",District of Columbia,District of Columbia,28.44522784,763,3513
"Sussex, Delaware",Sussex,Delaware,30.30991892,304,1010
"New Castle, Delaware",New Castle,Delaware,36.20315444,820,2914
"Kent, Delaware",Kent,Delaware,40.65683374,288,939
"Western Connecticut, Connecticut",Western Connecticut,Connecticut,27.2654926,677,2383
"Southeastern Connecticut, Connecticut",Southeastern Connecticut,Connecticut,30.86551152,348,1162
"South Central Connecticut, Connecticut",South Central Connecticut,Connecticut,28.18065022,644,2160
"Northwest Hills, Connecticut",Northwest Hills,Connecticut,32.16675245,145,433
"Northeastern Connecticut, Connecticut",Northeastern Connecticut,Connecticut,31.06150709,117,357
"Naugatuck Valley, Connecticut",Naugatuck Valley,Connecticut,31.03487191,561,1760
"Lower Connecticut River Valley, Connecticut",Lower Connecticut River Valley,Connecticut,25.91831007,181,695
"Greater Bridgeport, Connecticut",Greater Bridgeport,Connecticut,29.88176017,390,1263
"Capitol, Connecticut",Capitol,Connecticut,28.68857908,1122,3885
"Yuma, Colorado",Yuma,Colorado,20.38735984,8,33
"Weld, Colorado",Weld,Colorado,40.55586089,611,1728
"Washington, Colorado",Washington,Colorado,29.37030075,5,16
"Teller, Colorado",Teller,Colorado,27.48870999,28,84
"Summit, Colorado",Summit,Colorado,25.24376006,32,119
"San Miguel, Colorado",San Miguel,Colorado,25.94557196,9,38
"Saguache, Colorado",Saguache,Colorado,29.40311673,8,24
"Routt, Colorado",Routt,Colorado,39.10793791,39,119
"Rio Grande, Colorado",Rio Grande,Colorado,26.67377968,12,56
"Rio Blanco, Colorado",Rio Blanco,Colorado,26.73926783,22,65
"Pueblo, Colorado",Pueblo,Colorado,54.02791542,362,890
"Prowers, Colorado",Prowers,Colorado,35.24850194,16,41
"Pitkin, Colorado",Pitkin,Colorado,31.91257511,41,138
"Park, Colorado",Park,Colorado,59.53147123,37,92
"Otero, Colorado",Otero,Colorado,47.64654924,33,87
"Morgan, Colorado",Morgan,Colorado,41.96067685,49,110
"Montrose, Colorado",Montrose,Colorado,22.50731488,40,141
"Montezuma, Colorado",Montezuma,Colorado,46.32489191,39,103
"Moffat, Colorado",Moffat,Colorado,37.78147197,20,56
"Mesa, Colorado",Mesa,Colorado,38.98396825,242,723
"Logan, Colorado",Logan,Colorado,19.933399,17,66
"Lincoln, Colorado",Lincoln,Colorado,22.59376412,6,20
"Las Animas, Colorado",Las Animas,Colorado,24.31568709,14,32
"Larimer, Colorado",Larimer,Colorado,38.28122317,535,1691
"Lake, Colorado",Lake,Colorado,16.8850466,5,23
"La Plata, Colorado",La Plata,Colorado,47.29072748,107,273
"Kit Carson, Colorado",Kit Carson,Colorado,52.57992148,15,32
"Jefferson, Colorado",Jefferson,Colorado,37.99000456,914,2949
"Huerfano, Colorado",Huerfano,Colorado,57.65429387,21,34
"Gunnison, Colorado",Gunnison,Colorado,35.23932095,23,84
"Grand, Colorado",Grand,Colorado,11.72843643,7,50
"Gilpin, Colorado",Gilpin,Colorado,28.72462658,6,19
"Garfield, Colorado",Garfield,Colorado,27.13574256,51,197
"Fremont, Colorado",Fremont,Colorado,34.03710553,67,180
"Elbert, Colorado",Elbert,Colorado,29.18369049,28,89
"El Paso, Colorado",El Paso,Colorado,45.38361204,1318,3832
